1.jpg,no_tree,212.5842,60.99802,-471.16556,217.10197,52.61244,-456.37833,220.3408,52.36592,-456.35016,223.63731,52.065636,-456.23422,207.86026,53.151665,-457.3809,204.56792,53.16632,-457.3302,201.26117,53.233997,-457.3119,228.3666,55.672054,-339.60397,197.68314,56.776726,-337.17325,218.94627,68.28275,-425.64658,206.96431,68.75352,-425.22458,248.84201,99.160545,-221.56853,178.01242,104.45948,-233.04108,254.15443,160.96121,-172.23045,176.35092,169.2051,-180.80885,259.12808,214.04301,-247.6895,170.2986,224.05191,-230.58025,264.3455,229.63403,-268.47427,165.61089,239.73842,-242.62794,261.30222,231.01329,-308.33737,168.19244,242.03041,-281.51004,256.6608,226.1343,-264.77548,173.44366,236.81134,-246.59343,238.19638,204.72838,-1.3008583,197.14542,205.94308,1.3334041,234.86203,296.57797,-1.0407923,201.19414,294.45813,5.936256,232.66966,371.20203,143.12796,206.31029,370.91287,159.20004,230.18933,379.67194,149.08556,210.52765,381.46814,166.37393,235.26895,403.1342,19.462152,199.88893,402.65158,36.2829
10.jpg,no_tree,290.53433,104.0846,-319.61374,300.21423,92.715225,-320.44186,304.47836,92.43114,-320.46686,308.82443,92.05942,-320.54202,291.34143,92.90185,-301.31036,288.66626,92.59633,-301.27216,285.92053,92.400566,-301.26086,323.75754,94.44439,-266.00635,293.59088,93.898094,-172.02875,303.07465,112.92399,-295.16272,290.6119,112.70953,-267.80295,366.7925,152.75331,-217.4123,277.75577,142.22597,-40.375698,401.2977,233.26814,-209.49828,267.73865,204.00195,81.29564,366.75513,291.7784,-240.29161,255.57932,260.97946,-35.08914,361.81827,309.64514,-271.22742,252.49174,279.18698,-58.918877,348.72397,301.9774,-286.80075,251.62126,276.35687,-97.825615,349.3382,293.59848,-243.79434,257.93665,270.899,-53.32219,332.44662,299.51593,-47.97615,283.32074,293.04456,48.059803,336.83017,395.99905,13.44974,267.9228,393.07257,134.39496,341.2945,477.36823,217.01688,267.5214,473.9864,349.68808,345.72244,488.31476,232.45895,278.83466,489.68936,365.71408,327.3267,517.39264,138.17378,227.36552,505.72363,286.21832
10_flipped.jpg,no_tree,312.85068,105.20618,-292.20547,312.45068,92.75926,-273.30487,315.40292,92.305435,-273.3349,318.47635,91.76815,-273.25018,301.8734,93.18314,-294.14536,296.82584,92.940506,-294.0786,291.79138,92.76039,-294.21362,311.60864,93.17402,-143.18625,275.4061,94.57649,-240.49248,313.41052,114.39607,-240.07587,299.86798,114.93255,-268.0163,324.1315,141.96631,-8.590457,233.56197,152.81403,-192.74835,334.65118,203.94023,107.49056,201.01991,231.47552,-195.7737,347.195,261.3826,-21.240992,230.51968,291.29276,-242.86809,351.64044,280.4999,-53.56647,237.30887,311.70923,-271.07407,351.29944,277.2974,-88.44364,248.60492,302.86304,-286.97845,344.51968,271.2527,-41.05081,248.32237,293.56134,-246.78462,323.02643,294.15033,50.875107,268.39285,302.6226,-50.78152,338.48273,388.62906,114.30308,253.1037,389.95258,-122.60425,333.41028,474.3666,255.58527,263.72577,472.95297,84.7646,323.61224,489.953,262.75827,266.00092,482.6229,100.55445,367.3209,507.67303,173.99843,268.2425,516.053,-9.8418255
11.png,no_tree,122.66775,33.754704,-81.322426,126.60653,29.572123,-72.303406,128.54645,29.591616,-72.35303,130.53203,29.580141,-72.40352,121.09779,29.673126,-68.15073,119.37981,29.663988,-68.09904,117.63618,29.693386,-68.12266,134.90004,32.750015,-17.502699,117.01628,32.31378,3.4160652,126.985176,39.42793,-61.077187,120.188934,39.302685,-55.291824,148.52959,62.63814,-4.054609,103.56766,61.65938,48.68448,135.87643,93.71369,-35.03502,95.206696,97.177795,13.768501,107.094025,90.81367,-84.061714,122.05052,93.66469,-96.259186,98.24959,91.81225,-102.648575,129.56282,94.54288,-120.43859,100.54591,86.56637,-102.994,131.58078,88.16612,-121.73781,103.38224,85.96373,-85.100075,129.88121,87.37482,-99.45506,133.05417,135.26653,-16.14042,105.16405,132.41444,16.194792,126.64156,193.46301,-18.312153,99.285255,191.46054,9.666657,123.58985,244.95854,61.173462,103.36917,243.6938,86.630104,123.34369,251.64915,64.90489,109.318886,251.76764,90.57956,120.239136,263.5696,0.7170404,85.289314,261.81543,33.452496
11_flipped.png,no_tree,101.50776,33.820934,-82.10748,103.62227,29.66922,-70.62727,105.36847,29.63322,-70.60982,107.1682,29.558052,-70.654915,98.27554,29.996422,-74.69665,96.332214,30.131214,-74.66902,94.382866,30.312218,-74.72196,108.92727,32.935944,-1.4161196,91.34452,33.86413,-20.676939,104.94862,39.357834,-55.806225,98.01834,39.74063,-61.47165,120.10271,61.477516,44.100826,80.18409,63.614403,0.55667704,124.44388,93.250145,-2.5122108,80.74524,98.670654,-35.28356,93.88501,88.49213,-124.244,115.20075,90.972244,-103.70131,86.24511,91.21637,-153.56822,124.85533,92.36492,-123.2247,84.19716,85.07775,-153.4505,125.69639,86.139824,-124.886826,86.318375,84.33638,-127.642334,122.09107,85.902534,-103.926025,119.63544,135.03038,21.128838,95.622696,136.51668,-21.007744,120.73788,192.55862,32.580997,97.26686,194.54735,-27.287367,118.78085,244.4235,114.76049,98.48022,249.35332,47.196693,113.39651,253.9582,118.767334,98.07891,257.28064,49.85499,138.11363,256.59128,55.589207,102.573074,267.44916,-21.911736
12.jpg,no_tree,510.67435,161.20871,-320.1035,532.063,130.73834,-326.5052,542.7827,128.61551,-326.5602,553.8312,126.27659,-326.74524,509.24585,134.85785,-273.90198,502.25458,135.59377,-273.82733,495.1544,136.5474,-273.61984,588.63153,132.28128,-250.8438,512.7441,142.20561,-9.685344,542.8685,182.79883,-285.18622,510.65875,187.44421,-215.92412,687.33044,259.5473,-289.7009,524.86273,306.93872,203.77242,792.7664,440.37848,-327.40344,570.8643,496.60333,290.79633,746.84357,636.5568,-318.37625,554.1865,642.5152,117.862976,755.6797,694.1888,-357.23654,549.45404,685.8493,88.16634,716.2448,686.1943,-382.8142,539.12646,677.0879,24.140547,714.85474,663.80426,-318.51468,547.4624,662.2615,83.06123,698.7201,687.02216,-149.26219,594.2007,694.6303,150.14511,763.5218,949.7015,-84.36683,517.55444,978.3444,127.02041,818.1109,1216.2965,33.650528,444.6563,1249.3195,192.08543,842.36365,1251.8304,36.932884,463.03522,1296.281,188.30168,770.3935,1314.346,-132.0383,334.49915,1334.2601,48.055637
12_flipped.jpg,no_tree,704.59216,166.94006,-294.9225,703.91785,137.71674,-263.22852,708.89984,137.75023,-263.27066,714.37213,137.61885,-263.56567,684.3006,135.10898,-311.88297,674.23376,132.67894,-311.99002,664.15686,130.36914,-312.17712,694.1237,141.31915,-66.700836,626.9123,133.53802,-278.05264,699.51416,193.3029,-214.346,672.9212,189.68454,-276.4676,684.2607,306.15936,113.61427,496.58054,267.85184,-312.63187,645.78564,495.82718,251.65288,402.0451,477.95145,-375.41525,645.81116,640.1487,69.421776,460.25812,634.44385,-451.7843,648.4497,685.1795,35.786045,464.86905,688.28204,-518.3272,650.84845,677.5427,-33.460434,497.4869,672.6346,-533.01385,641.6432,660.5655,33.09265,497.013,656.6141,-453.6934,599.5898,705.3992,135.78183,471.6319,701.49133,-135.60547,668.3546,999.2939,109.1603,448.92813,991.7963,-64.52351,733.4914,1280.376,146.68845,389.65845,1237.9739,112.87089,711.2867,1331.7734,140.90376,357.49973,1269.6473,119.67279,855.78516,1352.4924,-51.843296,466.57828,1341.4869,-88.19979
13.jpg,no_tree,404.89255,141.65205,-126.22245,406.52063,137.09781,-113.1934,408.1865,137.43585,-113.161026,409.9183,137.75494,-113.17148,400.96844,135.96976,-122.88284,398.6735,135.41824,-122.77092,396.38177,134.91795,-122.77904,408.1233,140.0223,-34.686703,389.84286,136.39511,-79.76639,405.75253,147.4615,-96.47676,398.545,146.05228,-109.8239,408.42856,169.3448,39.12256,369.6169,163.03809,-82.92626,402.4013,202.47874,55.829407,359.61688,202.90392,-118.108406,406.60352,225.5302,-57.143562,376.90594,227.37498,-188.97711,408.61356,234.82666,-74.901596,378.58942,236.54008,-213.81203,409.96475,232.06276,-94.14461,385.8189,233.49841,-218.39244,407.72397,228.89641,-67.275375,385.20572,230.34166,-189.91432,398.42487,240.25258,42.05019,374.9816,237.56688,-41.81508,398.87177,288.51343,62.696743,373.74188,290.46768,-58.559387,391.23068,332.27258,141.21838,364.1664,338.5331,-24.730068,384.77362,341.96024,145.77394,356.4911,346.79242,-24.878572,411.6282,347.7215,104.220085,380.76086,360.58444,-89.381546
13_flipped.jpg,no_tree,245.65114,140.29669,-175.6493,248.91057,134.86629,-173.13312,250.83453,134.42336,-173.16745,252.83401,133.927,-173.20747,244.4423,135.94061,-161.85777,242.96019,136.18466,-161.74304,241.45969,136.48868,-161.65797,258.73465,135.41106,-135.68692,243.75426,138.10037,-78.44802,251.42178,144.08102,-160.99504,245.03596,145.20355,-144.61848,278.72818,161.81609,-132.51129,241.9681,167.0194,8.619601,292.09464,201.55765,-145.29614,245.13403,203.50258,49.387268,276.96768,228.07713,-202.41606,239.262,227.13591,-39.3547,273.54498,237.57169,-223.2551,239.05608,235.43507,-52.060066,268.96942,234.05092,-232.09831,235.63353,234.20007,-75.171814,269.61508,230.51927,-204.91902,238.27126,231.24265,-51.32838,270.50113,238.25499,-44.979908,249.49391,238.03812,45.07745,279.2233,289.83282,-36.894756,251.77216,286.70047,105.97363,286.86026,337.2872,34.26086,254.97556,329.83536,211.93892,292.18225,343.2064,37.30833,260.9918,338.141,218.9056,273.7796,358.58725,-31.915472,236.29483,346.79642,165.74837
14.jpg,no_tree,326.93225,77.44493,-429.12244,330.20023,69.86026,-418.30078,333.09924,69.74646,-418.2628,336.12653,69.52124,-418.1095,321.41232,70.44301,-424.1582,318.01035,70.61294,-424.08325,314.64923,70.83803,-424.07568,337.6289,74.26944,-316.29642,308.67914,75.732735,-341.40375,331.10492,86.21644,-388.10168,320.18762,86.72758,-395.4042,354.07864,122.43468,-190.2642,285.40347,124.78543,-268.09515,367.92493,182.80727,-120.53134,273.8701,190.77596,-248.68776,380.05548,243.53377,-185.15152,266.37677,249.36002,-299.85425,386.7655,258.97394,-204.54973,259.81894,263.88718,-325.14618,380.8694,261.06427,-241.27545,266.49,267.50192,-357.01855,375.58627,256.81033,-200.1374,273.4537,262.42096,-312.7794,342.28268,226.8118,34.482803,305.21005,228.96544,-34.510643,339.93115,319.0155,47.49722,317.50406,320.28757,-44.93797,328.90112,396.97583,155.35394,319.46555,402.31635,45.46998,322.07596,408.2717,159.3227,316.64542,414.41696,47.42651,342.91797,424.159,54.758396,332.69495,430.2971,-68.50253
